Id,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,Price
888,59,1.6466,5,7,1955,0,0.816,0.816,0.872,0.521,0,1.393,0,1,1,3,1,8,0,1,0.3,1.21,0,0,4,1.355
259,80,1.2435,7,5,2001,0.361,0.602,0.963,0.963,0.829,0,1.792,0,2,1,3,1,7,1,2,0.564,0,0.96,0,5,2.315
865,72,0.864,7,5,2007,0,1.372,1.372,1.372,0,0,1.372,0,2,0,3,1,6,0,2,0.529,0,1.4,0,5,2.5058
843,82,0.902,6,7,1966,0.312,0.276,1.127,1.165,0,0,1.165,1,1,1,3,1,6,0,2,0.49,0,1.29,0,5,1.749
1044,86,1.1839,7,5,1990,1.085,0.39,1.475,1.532,0.797,0,2.329,1,2,1,4,1,10,1,2,0.514,1.92,1.21,0,5,2.6228
257,64,0.8791,6,5,2003,0.503,0.361,0.864,0.864,0.864,0,1.728,0,2,1,3,1,7,0,2,0.673,2.16,0.56,0,5,2.075
425,72,0.9,6,5,1956,0.616,0.58,1.196,1.196,0,0,1.196,1,1,0,2,1,6,1,1,0.297,0,0.44,0,5,1.39
1309,100,1.2,5,7,1948,0.144,0.172,0.924,1.122,0,0,1.122,1,1,0,2,1,6,0,2,0.528,0,0.36,0,5,1.47
327,32,1.0846,8,5,1993,1.619,0.1,1.719,1.719,0,0,1.719,2,1,1,1,1,6,2,2,0.473,1.22,0.3,0,5,3.24
1024,43,0.3182,7,5,2005,0.016,1.33,1.346,1.504,0,0,1.504,0,2,0,2,1,7,1,2,0.437,1.56,0.2,0,5,1.91
840,70,1.1767,5,6,1946,0.352,0.416,0.768,0.768,0.432,0,1.2,0,1,0,3,1,6,0,1,0.24,0,0,0,5,1.305
195,60,0.718,5,7,1972,0.39,0.474,0.864,0.864,0,0,0.864,0,1,0,3,1,5,0,1,0.352,0,0,0,5,1.27
1118,57,0.9764,5,7,1967,0.702,0.192,0.894,0.894,0,0,0.894,1,1,0,3,1,5,0,2,0.45,0,0,0,5,1.3
1434,93,1.0261,6,5,2000,0,0.936,0.936,0.962,0.83,0,1.792,1,2,1,3,1,8,1,2,0.451,0,0,0,5,1.865
651,65,0.8125,7,6,2007,0,0.813,0.813,0.822,0.843,0,1.665,0,2,1,3,1,7,0,2,0.562,0,0,0,5,2.0595
136,80,1.04,7,6,1970,0,1.304,1.304,1.682,0,0,1.682,0,2,0,3,1,7,1,2,0.53,0.98,0,0,5,1.74
1380,73,0.9735,5,5,2006,0,0.384,0.384,0.754,0.64,0,1.394,0,2,1,3,1,7,0,2,0.4,1,0,0,5,1.675
742,65,0.6768,6,8,1961,0.832,0.08,0.912,0.912,0,0,0.912,1,1,0,3,1,5,0,1,0.288,1.68,0,0,5,1.42
305,87,1.8386,7,9,1880,0,1.47,1.47,1.675,1.818,0,3.493,0,3,0,3,1,10,1,3,0.87,3.02,0,0,5,2.95
30,60,0.6324,4,6,1927,0,0.52,0.52,0.52,0,0,0.52,0,1,0,1,1,4,0,1,0.24,0.49,0,0.87,5,0.685
457,34,0.4571,5,5,1916,0,0.624,0.624,0.624,0.72,0,1.344,0,1,0,4,1,7,0,3,0.513,0,0,0.96,5,0.98
587,55,1.0267,6,7,1918,0.21,0,0.816,0.838,0,0,0.838,1,1,0,2,1,5,0,1,0.275,0,0,1.12,5,1.3
801,79,1.2798,6,5,1997,0.462,0.154,0.616,0.616,1.072,0,1.688,1,2,1,4,1,8,0,2,0.603,4.03,1.14,1.85,5,2
1361,51,0.9842,5,6,1921,0,0.612,0.612,0.99,1.611,0,2.601,0,3,1,4,1,8,0,2,0.621,1.83,0,3.01,5,1.89
724,60,0.8172,4,6,1954,0,0.941,0.941,0.997,0.473,0,1.47,0,2,0,4,1,7,0,1,0.548,0,0,0,5,1.35
1274,124,1.1512,6,7,1959,0.719,0.3,1.019,1.357,0,0,1.357,1,1,0,2,1,5,1,1,0.312,0,0,0,5,1.77
1056,104,1.1361,6,5,1976,0.644,0.549,1.193,1.523,0,0,1.523,0,2,0,3,1,7,1,2,0.478,0,0,0,5,1.8
920,87,1.1029,6,8,1958,0.528,0.245,1.184,1.414,0,0,1.414,1,1,0,3,1,6,1,2,0.601,0,0.51,0,5,1.765
622,90,1.08,6,7,1974,0.956,0.384,1.522,1.548,1.066,0,2.614,0,2,1,4,1,9,1,2,0.624,0.38,2.43,0,6,2.4
184,63,1.1426,7,5,2003,0,1.362,1.362,1.362,0.72,0,2.082,0,2,1,3,1,6,0,2,0.484,2.8,2.38,0,6,2
19,66,1.3695,5,5,2004,0.646,0.468,1.114,1.114,0,0,1.114,1,1,1,3,1,6,0,2,0.576,0,1.02,0,6,1.59
498,60,0.912,7,6,1925,0.329,0.697,1.026,1.133,0.687,0,1.82,1,2,0,4,1,8,0,1,0.24,0,1,0,6,1.84
1367,68,0.9179,7,5,1999,0.633,0.24,0.873,0.882,0.908,0,1.79,1,2,1,3,1,7,0,2,0.588,0,0.88,0,6,1.93
470,76,0.9291,6,5,1993,0.426,0.406,0.832,0.832,0.878,0,1.71,0,2,1,3,1,7,0,2,0.506,1.44,0.7,0,6,1.87
1460,75,0.9937,5,6,1965,0.83,0.136,1.256,1.256,0,0,1.256,1,1,1,3,1,6,0,1,0.276,7.36,0.68,0,6,1.475
424,80,0.92,8,5,1998,0.986,0.484,1.47,1.47,1.16,0,2.63,1,2,1,4,1,8,1,3,0.696,0,0.66,0,6,3.15
1021,60,0.7024,4,5,2005,1.024,0.108,1.132,1.132,0,0,1.132,1,1,1,2,1,5,0,2,0.451,2.52,0.64,0,6,1.76
549,49,0.8235,5,7,1955,0.18,0,0.825,0.825,0,0,0.825,1,1,0,2,1,4,0,2,0.72,1.4,0.5,0,6,1.25
821,72,0.7226,7,5,2003,0,0.798,0.798,0.798,0.842,0,1.64,0,2,1,3,1,6,0,2,0.595,0,0.45,0,6,1.83
826,114,1.4803,10,5,2007,1.636,0.442,2.078,2.084,0,0,2.084,1,2,0,2,1,7,1,3,1.22,1.88,0.45,0,6,3.85
567,77,1.1198,9,5,2005,0,1.122,1.122,1.134,1.37,0,2.504,0,2,1,4,1,11,1,3,0.656,1.44,0.39,0,6,3.25
473,35,0.3675,6,5,2005,0.459,0.088,0.547,1.072,0,0,1.072,1,1,0,2,1,5,0,2,0.525,0,0.28,0,6,1.48
1159,92,1.1932,8,5,2007,0,1.58,1.58,1.58,0,0,1.58,0,2,0,3,1,7,0,3,0.83,0,0.24,0,6,2.35128
174,80,1.0197,6,5,1961,0.288,0.7,1.362,1.362,0,0,1.362,1,1,1,3,1,6,1,2,0.504,0,0.2,0,6,1.63
552,50,0.6,5,6,1957,0.308,0.62,0.928,0.928,0,0,0.928,0,1,0,3,1,5,0,1,0.288,0,0,0,6,1.125
494,70,0.7931,5,6,1960,0.374,0.363,1.269,1.269,0,0,1.269,0,1,1,3,1,6,1,1,0.308,0,0,0,6,1.55
443,52,0.624,5,7,1930,0,1.078,1.078,1.128,0.445,0,1.573,0,2,0,3,1,8,1,2,0.36,0,0,0,6,1.629
265,30,0.5232,5,5,1925,0,0.68,0.68,0.764,0,0,0.764,0,1,0,2,1,4,0,2,0.504,0,0,0,6,0.73
618,59,0.7227,6,6,1954,0,0.832,0.832,0.832,0,0,0.832,0,1,0,2,1,4,0,2,0.528,0,0,0,6,1.055
593,60,0.66,5,8,1982,0.816,0,0.816,0.816,0,0,0.816,1,1,0,2,1,4,0,2,0.816,0,0,0,6,1.38
1141,60,0.735,5,7,1951,0.852,0.1,0.952,0.952,0,0,0.952,1,1,0,2,1,4,0,2,0.84,0,0,0,6,1.39
630,82,0.902,6,5,1964,0.624,0.288,1.248,1.35,0,0,1.35,1,1,1,3,1,6,0,2,0.52,1.76,0,0,6,1.685
266,78,1.209,6,6,1981,0.588,0.606,1.422,1.422,0,0,1.422,0,2,0,3,1,7,1,2,0.576,2.76,0,0,6,1.755
839,75,0.9525,5,6,1995,0,1.099,1.099,1.099,0,0,1.099,0,1,1,3,1,6,0,1,0.352,2.78,0,0,6,1.44
1316,85,1.1075,6,5,1969,0.5,0.176,0.952,1.092,1.02,0,2.112,0,2,1,4,1,9,2,2,0.576,2.8,0,0,6,2.069
842,60,1.044,5,8,1904,0,0.65,0.65,0.958,0.581,0,1.539,0,2,0,3,1,8,1,2,0.686,0.7,0.78,0.68,6,1.575
532,60,0.6155,6,8,1920,0,0.611,0.611,0.751,0.611,0,1.362,0,2,0,3,1,6,0,2,0.502,0,0,0.84,6,1.28
1093,60,0.84,6,5,1925,0.423,0.758,1.181,1.39,0.304,0,1.694,0,2,0,4,1,7,1,2,0.576,3.42,0,1.28,6,1.365
845,100,1.2665,5,8,1915,0,0.876,0.876,0.876,0.54,0,1.416,0,1,1,4,1,7,1,3,0.72,4.18,0,1.94,6,1.539
654,60,1.032,6,7,1906,0,0.756,0.756,0.756,0.713,0,1.469,0,1,0,3,1,7,0,1,0.216,0.57,0,2.39,6,1.35
123,75,0.9464,6,7,1958,0.57,0.51,1.08,1.08,0,0,1.08,0,1,0,3,1,5,0,1,0.288,0,0,0,6,1.36
1068,80,0.976,6,6,1964,0.674,0,0.78,0.798,0.813,0,1.611,1,1,1,4,1,7,0,2,0.442,3.28,1.28,0,6,1.679
831,80,1.19,6,5,1957,1.04,0.352,1.392,1.392,0,0,1.392,1,1,1,3,1,6,2,2,0.458,0,0,0,6,1.66
1415,64,1.3053,6,7,1923,0,0.833,0.833,1.053,0.795,0,1.848,0,1,1,4,1,8,1,2,0.37,0,0,0,6,2.07
648,85,1.0452,6,5,1953,0.5,0.594,1.094,1.094,0,0,1.094,0,1,0,3,1,5,2,2,0.495,0,0,0,6,1.55
1329,60,1.044,6,7,1920,0.493,1.017,1.51,1.584,1.208,0,2.792,0,2,0,5,1,8,2,2,0.52,0,5.47,0,6,2.56
1171,76,0.988,6,6,1977,0.522,0.574,1.096,1.118,0,0,1.118,1,1,0,3,1,6,1,1,0.358,2.03,0,0,7,1.71
56,100,1.0175,6,5,1964,0.49,0.935,1.425,1.425,0,0,1.425,0,2,0,3,1,7,1,2,0.576,0,0,0,7,1.805
584,75,1.35,10,9,1893,0,1.237,1.237,1.521,1.254,0,2.775,0,3,1,3,1,9,1,2,0.88,1.05,5.02,0,7,3.25
1375,85,1.0625,7,5,2005,0,1.026,1.026,1.026,0.932,0,1.958,0,2,1,3,1,9,1,3,0.936,1.54,2.1,0,7,2.5
700,59,0.4282,7,5,2004,0.016,1.375,1.391,1.391,0,0,1.391,0,2,0,2,1,5,0,2,0.53,1.56,1.58,0,7,1.96
537,57,0.8924,7,5,1998,0,0.88,0.88,0.88,0.844,0,1.724,0,2,1,3,1,8,0,2,0.527,1.2,1.55,0,7,1.88
445,70,0.875,7,5,1994,0.642,0.273,0.915,0.933,0.975,0,1.908,1,2,1,4,1,8,1,2,0.493,1.44,1.33,0,7,2.1
1255,60,0.6931,7,5,2003,0,0.746,0.746,0.76,0.896,0,1.656,0,2,1,3,1,7,1,2,0.397,1.78,1.28,0,7,1.654
1003,75,1.1957,8,5,2006,0.024,1.55,1.574,1.574,0,0,1.574,0,2,0,3,1,7,1,3,0.824,1.44,1.04,0,7,2.32
733,75,1.1404,7,5,1998,0.252,0.901,1.153,1.153,0.878,0,2.031,0,2,1,3,1,8,1,2,0.541,1.92,0.84,0,7,2.225
1342,66,1.3695,6,5,2003,0.814,0.3,1.114,1.114,0,0,1.114,1,1,0,3,1,6,0,2,0.576,0,0.78,0,7,1.55
344,63,0.8849,9,5,2005,0.028,1.656,1.684,1.684,0,0,1.684,0,2,0,2,1,6,1,2,0.564,4.95,0.72,0,7,2.66
924,50,0.8012,6,5,1993,0.165,0.598,1.604,1.617,0,0,1.617,1,2,0,2,1,5,1,2,0.533,0,0.69,0,7,1.93
1160,76,0.912,6,6,1974,0.442,0.459,0.901,0.943,0.933,0,1.876,0,2,1,4,1,8,1,2,0.54,0,0.69,0,7,1.85
1241,65,0.8158,7,5,2003,0.55,0.334,0.884,0.884,0.884,0,1.768,1,2,1,3,1,8,0,2,0.543,0,0.63,0,7,2.249
806,91,1.2274,7,5,2008,0,1.417,1.417,1.428,0,0,1.428,0,2,0,3,1,6,0,2,0.554,0,0.6,0,7,2.2768
372,80,1.712,4,4,1959,0,0,0,1.12,0.468,0,1.588,0,2,0,4,1,7,1,2,0.68,0,0.59,0,7,1.34432
335,59,0.9042,6,5,1998,0.828,0.115,0.943,0.943,0.695,0,1.638,1,2,1,3,1,7,2,2,0.472,1,0.38,0,7,1.92
1436,80,0.84,6,9,1962,0,1.319,1.319,1.537,0,0,1.537,1,1,1,3,1,7,1,2,0.462,0,0.36,0,7,1.74
434,100,1.0839,6,5,1997,0,0.926,0.926,0.926,0.678,0,1.604,0,2,1,3,1,7,1,2,0.47,0,0.36,0,7,1.81
334,59,0.8198,7,5,2004,0.72,0.638,1.358,1.358,0,0,1.358,1,2,0,2,1,6,1,2,0.484,1.92,0.3,0,7,2.07
647,60,0.72,5,5,1950,0,0,0,1.048,0,0,1.048,0,1,0,3,1,7,0,2,0.42,0,0.27,0,7,0.983
389,93,0.9382,7,5,1999,0,1.468,1.468,1.479,0,0,1.479,0,2,0,3,1,6,0,2,0.577,1.2,0.25,0,7,1.91
1196,51,0.8029,6,5,2005,0,0.728,0.728,0.728,0.728,0,1.456,0,2,1,3,1,8,0,2,0.4,1,0.24,0,7,1.76
268,60,0.84,5,8,1939,0.378,0.342,0.72,1.052,0.72,420,2.192,0,2,1,4,1,8,1,1,0.24,2.62,0.24,0,7,1.795
431,21,0.168,6,5,1971,0.387,0.096,0.483,0.483,0.504,0,0.987,0,1,1,2,1,4,0,1,0.264,0,0,0,7,0.854
428,77,0.8593,4,6,1957,0.288,0.619,0.907,0.907,0,0,0.907,0,1,0,3,1,5,0,1,0.352,0,0,0,7,1.09008
210,75,0.825,6,7,1964,0.787,0.305,1.092,1.092,0,0,1.092,1,1,0,3,1,6,0,2,0.504,0,0,0,7,1.45
600,24,0.195,6,6,1980,0.081,0.023,0.716,0.716,0.84,0,1.556,1,2,1,3,1,6,1,2,0.452,1.61,0,0,7,1.51
1259,59,0.9587,7,5,2005,0.655,0.201,0.856,1.166,0,0,1.166,1,2,0,2,1,5,0,2,0.4,2.12,0,0,7,1.9
675,80,0.92,6,6,1965,0.892,0.244,1.136,1.136,0,0,1.136,1,1,0,3,1,5,1,1,0.384,4.26,0,0,7,1.4
1401,50,0.6,6,7,1929,0,0.862,0.862,0.95,0.208,0,1.158,0,1,0,3,1,5,1,1,0.208,0,0,1.12,7,1.2
768,75,1.2508,6,7,1940,0.66,0.323,0.983,0.983,0.767,0,1.75,1,2,0,4,1,7,0,1,0.423,2.45,0,1.56,7,1.6
31,50,0.85,4,4,1920,0,0.649,0.649,0.649,0.668,0,1.317,0,1,0,3,1,6,0,1,0.25,0,0.54,1.72,7,0.4
1260,65,0.975,6,8,1969,0.602,0.014,1.054,1.054,0,0,1.054,1,1,1,3,1,6,0,2,0.46,1.8,0,0,7,1.51
1169,120,1.3728,6,7,1935,0.626,0.501,1.127,1.236,0.872,0,2.108,0,2,0,4,1,7,2,2,0.54,0,0,0,7,2.35
564,66,2.178,6,7,1918,0,1.163,1.163,1.163,0.511,0,1.674,0,2,0,4,1,8,1,2,0.396,0.72,0.36,0,7,1.85
766,75,1.4587,9,5,2008,0,1.498,1.498,1.506,0,0,1.506,0,2,0,2,1,6,1,2,0.592,0,1.74,0,8,2.64132
390,96,1.2474,10,5,2007,1.28,0.402,1.682,1.742,0.59,0,2.332,1,2,1,3,1,9,1,3,0.846,1.96,1.34,0,8,4.26
1427,81,1.0944,7,5,1994,1,0.223,1.223,1.223,0.904,0,2.127,1,2,1,3,1,5,2,2,0.525,1.71,1.32,0,8,2.71
1419,71,0.9204,5,5,1963,0.025,0.247,1.144,1.144,0,0,1.144,1,1,1,3,1,6,0,1,0.336,0,0.88,0,8,1.24
1265,34,0.406,6,5,1998,0.266,1.139,1.405,1.337,0,0,1.337,1,2,0,2,1,5,0,2,0.511,1.44,0.68,0,8,1.81
1222,55,0.825,5,5,1968,0.25,0.21,0.952,1.211,0,0,1.211,0,1,0,3,1,5,1,1,0.322,0,0.63,0,8,1.34
555,85,1.0625,7,5,2003,0.866,0.132,0.998,1.006,1.04,0,2.046,1,2,1,3,1,8,1,3,0.871,3.2,0.62,0,8,2.84
986,68,1.088,5,5,1950,1.04,0.124,1.164,1.164,0,0,1.164,1,1,0,3,1,5,0,1,0.24,0,0.48,0,8,1.25
655,91,1.0437,8,6,1995,1.696,0.413,2.109,2.113,0,0,2.113,1,2,1,2,1,7,1,3,0.839,2.36,0.46,0,8,3.5
106,75,0.9375,8,5,2003,0,1.053,1.053,1.053,0.939,0,1.992,0,2,1,3,1,9,1,2,0.648,1.4,0.45,0,8,2.5
1257,91,1.4303,8,5,1994,1.314,0.672,1.986,1.987,0,0,1.987,1,2,0,2,1,7,1,2,0.691,2.62,0.36,0,8,3.015
559,57,2.1872,7,5,1996,0.604,0.125,0.729,0.729,0.717,0,1.446,0,2,1,3,1,6,1,2,0.406,2.64,0.22,0,8,1.75
1062,120,1.8,3,4,1935,0,0.894,0.894,0.894,0,0,0.894,0,1,0,2,1,6,0,3,1.248,0,0.2,0,8,0.81
464,74,1.1988,6,7,1934,0.326,0.389,0.715,0.849,0.811,0,1.66,0,1,1,3,1,6,1,1,0.24,0,0,0,8,1.887
236,21,0.168,6,3,1971,0.358,0.125,0.483,0.483,0.504,0,0.987,0,1,1,2,1,5,0,1,0.264,0,0,0,8,0.895
789,50,0.6,4,7,1954,0,0.901,0.901,0.901,0,0,0.901,0,1,0,2,1,4,0,1,0.281,0,0,0,8,1.079
590,50,0.91,5,6,1930,0,0.742,0.742,0.779,0,156,0.935,0,1,0,2,1,4,0,1,0.308,0,0,0,8,0.795
657,72,1.0007,5,7,1959,0.806,0.247,1.053,1.053,0,0,1.053,1,1,1,3,1,5,0,1,0.312,0,0,0,8,1.455
1230,70,0.791,5,5,1960,0.666,0.409,1.075,1.507,0,0,1.507,0,2,0,4,1,7,0,1,0.404,0,0,0,8,1.27
759,24,0.228,7,5,1999,0.549,0.195,0.744,0.757,0.744,0,1.501,0,2,1,3,1,6,0,2,0.44,0,0,0,8,1.794
403,60,1.02,5,8,1940,0,0.672,0.672,0.672,0,0,0.672,0,1,0,2,1,4,0,1,0.24,1.68,0,0,8,1.08
620,85,1.2244,8,5,2003,0.871,0.611,1.482,1.482,0.78,0,2.262,1,2,1,4,1,10,2,3,0.749,1.68,0,0,8,3.05
531,85,1.02,6,5,1988,0.783,0.678,1.461,1.509,0,0,1.509,1,2,0,3,1,5,1,2,0.6,2.24,0,0,8,1.75
1011,115,2.1286,5,5,1948,0,0.72,0.72,0.72,0.551,0,1.271,0,2,0,4,1,7,1,1,0.312,0,0,1.08,8,1.35
719,96,1.0542,7,5,1993,1.173,0.138,1.311,1.325,1.093,0,2.418,1,2,1,3,1,9,1,3,0.983,2.5,1.54,2.16,8,3.41
190,41,0.4923,8,5,2001,1.153,0.44,1.593,1.593,0,0,1.593,1,1,1,0,1,5,1,2,0.682,0,1.2,0,8,2.86
23,75,0.9742,8,5,2002,0,1.777,1.777,1.795,0,0,1.795,0,2,0,3,1,7,1,2,0.534,1.71,1.59,0,9,2.3
1112,80,1.048,7,6,1976,0.403,0.4,0.803,1.098,0.866,0,1.964,0,2,1,4,1,8,1,2,0.483,0,0.69,0,9,2.05
591,64,0.832,7,5,2004,0.49,0.28,0.77,0.77,0.812,0,1.582,0,2,1,3,1,6,0,2,0.52,0,0.45,0,9,1.859
3,68,1.125,7,5,2001,0.486,0.434,0.92,0.92,0.866,0,1.786,1,2,1,3,1,6,1,2,0.608,0,0.42,0,9,2.235
605,88,1.2803,7,5,2002,0.922,0.572,1.494,1.494,0,0,1.494,1,2,0,3,1,6,1,2,0.53,1.92,0.36,0,9,2.21
228,21,0.1869,6,6,1970,0.321,0.162,0.483,0.483,0.504,0,0.987,0,1,1,2,1,5,0,1,0.28,0,0,0,9,1.06
835,75,0.7875,5,6,1961,0.572,0.572,1.144,1.144,0,0,1.144,1,1,0,3,1,6,0,2,0.456,0,0,0,9,1.3995
1441,79,1.1526,6,7,1922,0,0.588,0.588,1.423,0.748,384,2.555,0,2,0,3,1,11,1,2,0.672,4.31,0,0,9,1.91
849,75,4.56,6,8,1908,0,0.907,0.907,1.307,1.051,0,2.358,0,3,0,5,1,10,1,2,0.36,4.86,0.4,0,9,2.4
1081,80,1.104,6,7,1971,0.656,0.602,1.258,1.258,0,0,1.258,0,2,0,3,1,5,0,2,0.528,0.55,0,0,10,1.45
745,41,0.5395,8,5,1993,0.733,0.604,1.337,1.337,0,0,1.337,1,2,0,2,1,5,1,2,0.462,0.96,0,0.7,10,1.8
1157,85,0.935,5,8,1965,0.633,0.586,1.219,1.265,0,0,1.265,0,2,0,3,1,6,1,2,0.502,0,0.92,0,10,1.799
713,40,0.4671,8,5,1988,0.767,0.461,1.228,1.228,0,0,1.228,1,2,0,2,1,5,1,2,0.472,1.68,1.2,0,10,1.89
83,78,1.0206,8,5,2007,0.033,1.53,1.563,1.563,0,0,1.563,0,2,0,3,1,6,1,3,0.758,1.44,0.99,0,10,2.45
896,71,0.7056,6,5,1963,0.4,0.38,0.78,0.983,0.813,0,1.796,1,1,1,4,1,8,1,2,0.483,0,0.5,0,10,1.4
668,65,0.8125,6,5,1994,1.138,0.27,1.408,1.679,0,0,1.679,1,2,0,3,1,7,1,2,0.575,2.24,0.42,0,10,1.935
1426,80,1.0721,6,6,1959,0,1.252,1.252,1.252,0,0,1.252,0,1,0,3,1,7,0,2,0.528,0,0.39,0,10,1.42
349,36,0.2448,7,5,2003,0.573,0.191,0.764,0.764,0.862,0,1.626,1,2,1,2,1,6,0,2,0.474,0,0.27,0,10,1.54
803,63,0.8199,7,5,2005,0.648,0.08,0.728,0.728,0.728,0,1.456,1,2,1,3,1,7,1,2,0.41,0.36,0.18,0,10,1.89
1328,60,0.66,5,9,1982,0.641,0.175,0.816,0.816,0,0,0.816,0,1,0,3,1,5,1,1,0.264,0,0,0,10,1.305
1209,70,0.7763,5,7,1962,0.504,0.319,0.931,1.283,0,0,1.283,1,1,0,3,1,6,0,2,0.506,0,0,0,10,1.4
1177,37,0.6951,5,5,1984,0.658,0.218,0.876,0.923,0,0,0.923,1,1,0,3,1,5,0,1,0.264,3.62,0,0,10,1.195
576,80,0.848,5,5,1947,0.442,0.39,0.832,0.832,0.384,0,1.216,0,1,0,2,1,6,0,1,0.336,1.58,0,1.02,10,1.185
509,60,0.96,7,9,1928,0.141,0.548,0.689,0.689,0.689,0,1.378,0,2,0,3,1,7,1,2,0.36,0,0,1.16,10,1.61
873,74,0.8892,5,7,1953,0,0.105,0.105,0.91,0,0,0.91,0,1,0,3,1,5,0,2,0.414,1.96,0,1.5,10,1.16
1372,80,0.96,6,6,1955,0.831,0.161,0.992,1.661,0,0,1.661,1,1,0,3,1,8,1,1,0.377,0,0.28,0,10,1.655
551,53,0.4043,6,6,1977,0.559,0.51,1.069,1.069,0,0,1.069,0,2,0,2,1,4,0,2,0.44,0,0.55,0,10,1.4
1229,65,0.8769,9,5,2008,1.54,0.162,1.702,1.702,0,0,1.702,1,1,1,1,1,7,1,3,1.052,0,0.72,0,10,3.67294
1438,96,1.2444,8,5,2008,1.336,0.596,1.932,1.932,0,0,1.932,1,2,0,2,1,7,1,3,0.774,0,0.66,0,11,3.94617
1182,64,0.5587,8,5,2008,1.48,0.12,1.6,1.652,0,0,1.652,1,2,0,2,1,5,1,2,0.482,1.62,0.53,0,11,3.925
1337,87,0.9246,5,5,1973,0,1.656,1.656,1.656,0,0,1.656,0,2,0,4,2,8,0,2,0.506,0,2.11,0,11,1.35
528,67,1.4948,9,5,2008,1.33,0.122,1.452,1.476,1.237,0,2.713,1,2,1,3,1,11,1,3,0.858,1.26,0.66,0,11,4.46261
1410,46,2.0544,7,6,1986,0,0.791,0.791,1.236,0.857,0,2.093,0,2,1,3,1,7,1,2,0.542,3.64,0.63,0,11,2.15
838,21,0.168,6,5,1973,0.33,0.153,0.483,0.483,0.504,0,0.987,1,1,1,2,1,5,0,1,0.264,0,0,0,11,1
580,81,1.215,5,5,1954,0,1.05,1.05,1.05,0.745,0,1.795,0,2,0,4,1,7,0,1,0.352,0,0,0,11,1.315
935,313,2.765,7,7,1960,0.425,0.16,0.585,2.069,0,0,2.069,1,2,0,4,1,9,1,2,0.505,0,0,0,11,2.42
571,74,1.3101,5,5,1965,0.231,1.497,1.728,1.728,0,0,1.728,0,2,0,6,2,10,0,2,0.576,0,0,0,11,1.426
421,78,0.706,7,5,1997,1.309,0.035,1.344,1.344,0,0,1.344,2,2,0,2,2,8,0,4,0.784,0,0,0,11,2.063
175,47,1.2416,6,5,1986,1.398,0,1.606,1.651,0,0,1.651,1,2,0,3,1,7,1,2,0.616,1.92,0,0,11,1.84
1006,65,0.8385,5,8,1977,0.595,0.39,0.985,0.985,0,0,0.985,0,2,0,3,1,6,0,1,0.328,2.1,0,0,11,1.499
718,80,1,5,6,1973,1.084,0.092,1.176,1.178,0,0,1.178,0,1,1,3,1,5,1,2,0.439,2.24,0,0,11,1.57
1172,76,0.912,6,6,1958,0.662,0.599,1.261,1.261,0,0,1.261,1,1,0,3,1,6,1,2,0.433,0,0,0,11,1.63
1228,72,0.8872,5,8,1965,0.595,0.317,0.912,0.912,0,0,0.912,1,1,0,2,1,5,0,2,0.576,0,2.4,0,12,1.47
415,59,1.1228,7,5,1993,0.05,0.499,1.08,1.08,1.017,0,2.097,0,2,1,3,1,9,1,3,0.678,1.96,1.87,0,12,2.28
974,95,1.1639,7,5,2007,0,1.428,1.428,1.428,0,0,1.428,0,2,0,3,1,6,0,2,0.48,0,1.2,0,12,1.82
368,101,0.915,6,5,1962,0.371,0.728,1.099,1.431,0,0,1.431,0,1,0,3,1,6,1,1,0.296,0.64,1.1,0,12,1.65
139,73,0.9066,8,5,1999,0.668,0.336,1.004,1.004,0.848,0,1.852,0,2,1,3,1,7,2,3,0.66,2.24,1.06,0,12,2.3
5,84,1.426,8,5,2000,0.655,0.49,1.145,1.145,1.053,0,2.198,1,2,1,4,1,9,1,3,0.836,1.92,0.84,0,12,2.5
338,70,0.9135,7,5,2002,0.81,0.726,1.536,1.536,0,0,1.536,1,2,0,3,1,7,0,2,0.532,1.92,0.74,0,12,2.14
260,70,1.2702,5,5,1956,0,0,0,0.882,0,0,0.882,0,1,0,2,1,4,0,1,0.308,0,0.45,0,12,0.97
253,65,0.8366,6,5,2004,0,0.798,0.798,0.798,0.842,0,1.64,0,2,1,3,1,6,0,2,0.52,1.38,0.45,0,12,1.73
1119,85,1.3825,5,6,1958,0,0.533,0.533,1.021,0.58,0,1.601,0,1,0,3,1,6,0,1,0.3,2.8,0.34,0,12,1.4
1297,80,0.87,5,6,1963,0.776,0.344,1.12,1.128,0,0,1.128,1,2,0,3,1,6,0,2,0.525,1.92,0.2,1.23,12,1.55
401,38,1.4963,8,5,1996,0.786,0.474,1.26,1.288,0,0,1.288,1,1,1,1,1,4,2,2,0.5,1.2,0.3,0,12,2.455
1317,61,1.0226,8,5,2008,0,1.622,1.622,1.63,0,0,1.63,1,2,0,3,1,8,1,3,0.86,1.72,0.42,0,1,2.95493
1101,60,0.84,2,5,1920,0.29,0,0.29,0.438,0,0,0.438,0,1,0,1,1,3,0,1,0.246,0,0,0,1,0.6
